"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_14A1","PVN_14A2","PVN_14A3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000025978.14","Rftn2",0,3,1,13,0,11,-0.326559881427454,6.24085899340846,0.307399032081851,1
"ENSMUSG00000025979.13","Mob4",123,143,95,131,19,105,-0.72067657418375,3.52803998549574,0.307443444140641,1
"ENSMUSG00000025980.14","Hspd1",135,307,164,386.895,54,255,1.91127936425902,1.31635340054374,0.307443798958437,1
"ENSMUSG00000025981.13","Coq10b",80,215,117,341,39,107,-0.510286850436412,4.26354657227014,0.307460348855892,1
"ENSMUSG00000025982.13","Sf3b1",1373,2942.001,1281,3325,365,1422.999,2.29507998292536,0.662715543631787,0.307673170502725,1
"ENSMUSG00000025983.11","Ccdc150",0,1,0,13,0,12,2.29507998292536,0.662715543631787,0.307673170502725,1
"ENSMUSG00000025986.6","Slc39a10",121,185,116,161,13,139,-0.809240124709518,3.34123791967998,0.307742341300369,1
"ENSMUSG00000025993.10","Slc40a1",445,387,202,333,61,290,0.451409489014182,4.86252227109205,0.307783115656779,1
"ENSMUSG00000025995.16","Wdr75",93,75,73,73,12,54,1.38831089459875,2.09446847158658,0.307853498006149,1
"ENSMUSG00000025997.13","Ikzf2",49,57,14,93,4,36,-0.31662732034001,6.50036043943492,0.307867865975219,1
"ENSMUSG00000026000.16","Lancl1",51,83,43,12,2,48,2.20883173525245,0.658891214631663,0.307879978703227,1
"ENSMUSG00000026003.5","Acadl",78,98,42,154,4,54,2.16927706338711,0.66506540281998,0.307932281398127,1
"ENSMUSG00000026004.15","Kansl1l",134,285.999,149,266.001,31,152,-0.341005059740959,6.24577264072394,0.307964473672907,1
"ENSMUSG00000026005.15","Rpe",50,101,115,86,7,45,-0.343590830276288,5.92128766800293,0.30807338892253,1
"ENSMUSG00000026009.14","Icos",14,17,0,27,0,12,2.25210798211239,0.668477081512188,0.308095652155905,1
"ENSMUSG00000026011.13","Ctla4",0,2,4,17,0,0,1.1897628073064,2.5066903099548,0.308118450008854,1
"ENSMUSG00000026012.2","Cd28",11,9,0,12,0,1,-0.790277649778966,3.41291287379507,0.30817678970155,1
"ENSMUSG00000026014.15","Raph1",49,31,32,61,2,24,-0.352921987169953,6.09175931991934,0.308220439567299,1
"ENSMUSG00000026017.13","Carf",59,38,36,58,1,36,-0.561134479670592,3.74496170068953,0.308287355758564,1
"ENSMUSG00000026018.12","Ica1l",30,42,20,39,2,30,0.385127574607586,5.35127991418427,0.308401864847115,1
"ENSMUSG00000026019.15","Wdr12",26,73,9,60.896,3,53,2.26987466048554,0.675684839984199,0.308406569660376,1
"ENSMUSG00000026020.9","Nop58",91,395,96,408.999,28,170.001,2.26987466048554,0.675684839984199,0.308406569660376,1
"ENSMUSG00000026021.15","Sumo1",97,91,72,202,15,106,2.26987466048554,0.675684839984199,0.308406569660376,1
"ENSMUSG00000026024.14","Als2",117,114,20,124,18,89,1.28496551986561,2.27295777471291,0.308435309505572,1
"ENSMUSG00000026027.13","Stradb",67,87,66,77,25,47,-0.314839507546339,6.68955115401597,0.308451840686234,1
"ENSMUSG00000026028.12","Trak2",93,146,109,231,37,90,2.18197290825402,0.685873860477307,0.308544745670683,1
"ENSMUSG00000026029.14","Casp8",493,605.001,273,517,59.999,318,0.336265544903247,6.70654145039927,0.308580614772022,1
"ENSMUSG00000026031.15","Cflar",743.999,1263,632,1255.724,137,601.512,0.376512719345817,5.89516340825164,0.308664383759494,1
"ENSMUSG00000026032.8","Ndufb3",46,31,34,34,7,29,-0.30024308636241,8.01188985904166,0.308892880033566,1
"ENSMUSG00000026034.17","Clk1",1575,3626,1593,3436,491.999,1910.999,-0.561362074098306,4.11652378828071,0.30891196771387,1
"ENSMUSG00000026035.15","Ppil3",30,19,27,24,0,23,0.480781886414438,4.60854407790429,0.308970255261096,1
"ENSMUSG00000026036.17","Nif3l1",92,54,26,61,2,53.999,2.32896241452779,0.692450166373724,0.309056859758242,1
"ENSMUSG00000026037.14","Orc2",55,90,69,123,3,65,2.32896241452779,0.692450166373724,0.309056859758242,1
"ENSMUSG00000026039.9","Sgo2a",0,6,4,25,0,6,2.32896241452779,0.692450166373724,0.309056859758242,1
"ENSMUSG00000026042.16","Col5a2",0,2,0,5,0,5,1.57544382623021,1.81011646530879,0.309159706564985,1
"ENSMUSG00000026043.18","Col3a1",0,0,0,14,0,2,-0.871883535727079,2.87097945561134,0.309171221321938,1
"ENSMUSG00000026047.13","Poglut2",43,42,23,52,6,29.936,1.40464419122893,2.30797459624984,0.309246305111469,1
"ENSMUSG00000026048.16","Ercc5",76,174.001,93,191.999,24,86,0.303271210687596,9.92350225450172,0.309353212081076,1
"ENSMUSG00000026049.11","Tex30",64.999,57,27,96,14,42.506,1.01795420767453,2.72270912530415,0.309437106418112,1
"ENSMUSG00000026058.11","Khdrbs2",0,1,0,24,0,11,2.17600557642552,0.706199011125337,0.309759312595846,1
"ENSMUSG00000026062.12","Slc9a2",9,0,6,0,0,6,-0.372687578711559,5.71830198264043,0.309759737143861,1
"ENSMUSG00000026064.16","Ptp4a1",103.113,69.573,93.768,53.129,20.313,61.214,1.64835046321842,0.577261839671622,0.309875379478371,1
"ENSMUSG00000026065.8","Slc9a4",0,4,1,3,0,4,0.305866949816007,7.88222458245709,0.309901240883884,1
"ENSMUSG00000026068.11","Il18rap",0,4,19,48,6,12,2.30388972050805,0.704681900512344,0.309961588167292,1
"ENSMUSG00000026069.15","Il1rl1",49,49,33,47,7,41,0.396072713370163,5.21232447821835,0.309991083869008,1
"ENSMUSG00000026070.15","Il18r1",0,9,16,2,0,9,-0.305485796990492,8.27333844054853,0.310018986028781,1
"ENSMUSG00000026072.12","Il1r1",13,21,16,8,2,9,-0.364429536146847,5.82138332295238,0.310053211389645,1
"ENSMUSG00000026073.13","Il1r2",0,3,11,59,1,2,2.30928575679485,0.707330630459417,0.310079916962992,1
"ENSMUSG00000026074.15","Map4k4",783,1649.001,600,1739,179,905,0.595141867620694,4.04960581708917,0.310188447243174,1
"ENSMUSG00000026077.15","Npas2",16,2,0,4,0,12,-1.21234819647538,2.13302039298976,0.310261732094695,1
"ENSMUSG00000026078.10","Pdcl3",38,61,35,77,9,64.001,0.625039768950084,4.10864417714299,0.310266500429148,1
"ENSMUSG00000026080.13","Chst10",22,28,27,27,0,17,-0.340834888571832,5.82083979339491,0.310342004967336,1
"ENSMUSG00000026082.11","Rev1",88,82,69,189,21,61,1.71146735619005,1.76953637011151,0.310342191149532,1
"ENSMUSG00000026083.12","Eif5b",188,408,191,413,41,269,-1.54737603558519,1.74868981095451,0.310417093619938,1
"ENSMUSG00000026087.11","Mrpl30",9,30,18,77,5,38,0.952494989487418,3.11362060541984,0.310623061893228,1
"ENSMUSG00000026088.15","Mitd1",22,13,24,10,1,5,2.15056959800616,0.718195195613648,0.310645650951199,1
"ENSMUSG00000026090.16","2010300C02Rik",0,7,14,11,0,6,-0.976364211633499,2.64717118799884,0.310709711829951,1
"ENSMUSG00000026094.14","Stk17b",194,571.999,283,733,82,429,0.304596825806754,7.63537139821505,0.31073377781623,1
"ENSMUSG00000026095.15","Asnsd1",58,54,31.689,125,6,44,-0.405595342076859,5.53548370207646,0.310898420921228,1
"ENSMUSG00000026096.14","Osgepl1",18,31,11,41,3,6,-0.411535544721547,5.16903605831611,0.311071381140064,1
"ENSMUSG00000026097.9","Ormdl1",51,64,43,46,18,47,-1.11560338196981,2.29477810407464,0.311157668481183,1
"ENSMUSG00000026098.13","Pms1",18,22,5,19.104,0,4,-1.68804687769231,1.59060464192661,0.311197638020546,1
"ENSMUSG00000026100.6","Mstn",0,1,4,0,0,2,-1.2099677687933,2.12798099932397,0.311237411772624,1
"ENSMUSG00000026102.9","Inpp1",22,48,47,85,2,31,-0.292874538097792,6.33125282348476,0.311265893806399,1
"ENSMUSG00000026103.14","Gls",419,2182.001,768.999,3165,457,793,-1.00281363087139,2.55307473424944,0.311272108202356,1
"ENSMUSG00000026104.14","Stat1",195.999,270,159.433,744,93,155,-0.491658384174749,4.43087848212303,0.311318809907007,1
"ENSMUSG00000026107.11","Nabp1",133,1645.001,674,1761,297,520.999,1.39275479225507,2.44605305358965,0.311414991104662,1
"ENSMUSG00000026109.14","Tmeff2",3,2,0,8,0,5,-0.301937121809247,8.92749941531751,0.311460941403292,1
"ENSMUSG00000026110.15","Mgat4a",1111,1912.001,763,1501,190,863.999,-0.731671103309352,3.59864754763352,0.311581140792345,1
"ENSMUSG00000026111.15","Unc50",39,91,69,103,4,88,-0.438748143617487,5.29727020933397,0.311618510193954,1
"ENSMUSG00000026112.7","Coa5",151,167,147,205,18,125,-0.302458165008856,8.26983305464449,0.3120179127444,1
"ENSMUSG00000026113.17","Inpp4a",130,176,115,238,32,143.999,-0.365474405201646,4.99439747858214,0.312142993882077,1
"ENSMUSG00000026114.14","Cnga3",0,5,1,0,4,9,-0.544005114093548,4.26081806027034,0.312257283893428,1
"ENSMUSG00000026116.11","Tmem131",340,664,266,659,80,423,0.357991467663943,5.93666311979922,0.312440018626094,1
"ENSMUSG00000026121.13","Sema4c",315.999,270,177,280,43,203,-1.62342322139544,1.41645214995494,0.312588739905906,1
"ENSMUSG00000026123.11","Plekhb2",133,247,114,245,25,137,0.304202324149964,8.67432873694658,0.312653808254147,1
"ENSMUSG00000026126.15","Ptpn18",134,141,69,133,8,87,0.318425111298403,6.93512590909262,0.312693015866636,1
"ENSMUSG00000026127.13","Imp4",129,215,93,276.001,22,150,-1.24697788356488,2.16900378390429,0.312724479699455,1
"ENSMUSG00000026131.20","Dst",1657.823,2953.452,1461,3207.494,427.999,1563.001,-0.777818639025775,3.07796150740615,0.312895619846078,1
"ENSMUSG00000026134.11","Prim2",23,37,4,54,3,35,0.305423571977853,8.26100792068866,0.313059178417482,1
"ENSMUSG00000026135.17","Zfp142",225,169.999,89,159,25,91,0.302029856350312,6.79423088010422,0.313236166311427,1
"ENSMUSG00000026141.13","Col19a1",0,6,11,8,0,7,1.86739410796151,1.41609299412138,0.313239673452696,1
"ENSMUSG00000026142.15","Rhbdd1",103,106,37,143,12,58,-0.435197426685476,5.42563570133804,0.313326186514848,1
"ENSMUSG00000026150.14","Mff",78,158,136,168.999,20,98.999,0.347278122803188,5.86216152984017,0.3133837554802,1
"ENSMUSG00000026153.15","Fam135a",77,130,85,102,13,60.999,-0.502799937939113,4.11627019814786,0.313428491937179,1
"ENSMUSG00000026154.4","Sdhaf4",46,14,7,5,0,12,-0.375761307409678,5.209543287747,0.313433896026951,1
"ENSMUSG00000026155.13","Smap1",141.001,158,97,98,23,123,0.306916599632897,8.46385267639839,0.313438748278405,1
"ENSMUSG00000026156.8","B3gat2",57,79,53,67,7,62,0.419140673373286,5.26649596610393,0.313499869366139,1
"ENSMUSG00000026158.11","Ogfrl1",358,418,338,669,70,432,-0.570322268226957,4.36962673913229,0.313534886964136,1
"ENSMUSG00000026159.13","Agfg1",283.999,229,125,267,18,154,-0.418606936358599,5.27395517246861,0.313540635202182,1
"ENSMUSG00000026162.7","Nhej1",10,3,0,7,0,6,-0.499868540422759,4.60698293466369,0.313581570597572,1
"ENSMUSG00000026163.17","Sphkap",23,8,20,29,0,15,0.915841190698057,2.97635709513331,0.313592417046156,1
"ENSMUSG00000026167.14","Wnt10a",0,0,0,6,0,3,-0.478433099833207,4.55676189071756,0.313624283917443,1
"ENSMUSG00000026170.6","Cyp27a1",104,121,153,170,9,91,-1.38645199090201,1.82500939404215,0.31382725737038,1
"ENSMUSG00000026171.12","Rnf25",53,58.999,21,34,10.999,45,-0.29988590117673,9.65517501097863,0.313988493588269,1
"ENSMUSG00000026172.12","Bcs1l",39,28.001,8,44,0,14,-0.49300410652013,4.39350283472197,0.314010284747713,1
"ENSMUSG00000026173.15","Plcd4",14,42,4,28,4,19,0.629203077123642,3.79492272985234,0.314177720239446,1
"ENSMUSG00000026174.9","Cnot9",97,85,41,99,1,71,1.99785008660456,1.41033590649983,0.314201608712138,1
"ENSMUSG00000026175.12","Vil1",0,0,0,8,0,2,1.09582056413823,2.78027596719491,0.314247254121349,1
"ENSMUSG00000026176.13","Ctdsp1",220,219,157,397,51,205,0.689168768125627,3.85645255750318,0.314258494138619,1
"ENSMUSG00000026177.11","Slc11a1",848,954.999,659,901.999,86,615.001,1.44448809929251,1.96334760505497,0.314264742200992,1
"ENSMUSG00000026179.14","Pnkd",21,32,10,38,4,44.158,1.32223019343474,2.416287570069,0.314303242672572,1
"ENSMUSG00000026180.8","Cxcr2",0,0,13,56,2,4,-0.857016406689825,2.85036375049879,0.314343842998971,1
"ENSMUSG00000026181.13","Ppm1f",247,319,122,287,29,160,0.895594979716772,3.38896550939479,0.314420152484871,1
"ENSMUSG00000026185.8","Igfbp5",13,8,0,13,0,11,2.09111309232338,0.698281443589473,0.314554141722839,1
"ENSMUSG00000026187.9","Xrcc5",19,76,45,88,9,29,0.310471030994487,7.18608756261355,0.314704884629899,1
"ENSMUSG00000026189.13","Pecr",56,48,44,40,6,32,-0.503102462663554,4.80622972184152,0.314759163652954,1
"ENSMUSG00000026192.13","Atic",61,109,30,113,26,75,0.301762019894884,8.61692571948357,0.31480097070764,1
"ENSMUSG00000026193.15","Fn1",97,114,24,860.999,0,266.999,0.472406548928189,4.8069453787713,0.31484088611294,1
"ENSMUSG00000026196.7","Bard1",15,14,12,21,4,11,0.689403292290668,3.78452196608789,0.31500343112165,1
"ENSMUSG00000026197.12","Zfand2b",29,45,21,81,10,33.001,-0.29552051811628,8.10866404989521,0.315035247576723,1
"ENSMUSG00000026198.15","Abcb6",63,57,29,74.399,0,30.001,0.305708194578921,8.08141897013492,0.315049921630461,1
"ENSMUSG00000026199.17","Ankzf1",152.001,110.001,65,144,8,94,-0.392461145621959,5.60780952348831,0.315083076786738,1
"ENSMUSG00000026200.13","Glb1l",59,54,16,58,21,23,2.13210163915479,1.40069770769186,0.315121960931386,1
"ENSMUSG00000026201.12","Stk16",123.999,110,62,186.001,12,73,0.303282140292361,7.9435754197097,0.315194776166774,1
"ENSMUSG00000026202.13","Tuba4a",47,185.999,125.001,495,11,116.001,-0.465240882907085,4.61893054460987,0.315201552384768,1
"ENSMUSG00000026203.16","Dnajb2",60,122.999,77,183,19,96.999,-1.50302225853936,1.72330241833211,0.315262879453024,1
"ENSMUSG00000026204.15","Ptprn",0,5,4,8,3,6,-0.315417284502228,6.14996621187587,0.315452301020038,1
"ENSMUSG00000026205.8","Slc23a3",0,0,0,14,2,3,1.49018299609578,2.05948126742486,0.315536862317735,1
"ENSMUSG00000026207.16","Speg",99,165,41,187.001,10,108,-1.05281144864705,2.40227977442131,0.315539334381184,1
"ENSMUSG00000026208.9","Des",0,3,0,5,0,2,0.464738423694049,4.75959932165892,0.315625348472146,1
"ENSMUSG00000026209.15","Dnpep",67,98,37,173.001,2,87.999,0.485662919677119,4.69970693987947,0.315881422998208,1
"ENSMUSG00000026211.17","Obsl1",0,3,0,8,1,1,0.298691341930793,8.09539180152888,0.315889725603173,1
"ENSMUSG00000026213.15","Stk11ip",89,213,189,174,23,159.001,-1.74778238404736,1.38950627585039,0.315942980057285,1
"ENSMUSG00000026219.14","Trip12",772.999,1113,465.001,1127,115.001,593,1.45858558917907,2.00233183662792,0.315958011252048,1
"ENSMUSG00000026220.6","Slc16a14",0,3,0,11,0,14,0.333443234777109,6.17399254981253,0.315980436986744,1
"ENSMUSG00000026222.16","Sp100",50.66,99,66.22,439.001,30.001,74,0.305194780039108,8.50127945599656,0.316235930442341,1
"ENSMUSG00000026223.15","Itm2c",1373,2032,916,2053,152,1386,0.348725302987582,6.25492885932759,0.316341895860497,1
"ENSMUSG00000026224.11","4933407L21Rik",6,11,23,10,0,10,2.0333036218999,1.3892980305903,0.316393077110212,1
"ENSMUSG00000026227.11","2810459M11Rik",0,6,6,13,0,0,-0.334952331654647,5.49840514808046,0.316444366033941,1
"ENSMUSG00000026228.6","Htr2b",0,2,0,17,0,1,-0.424067886307742,4.53191007105945,0.316501205806898,1
"ENSMUSG00000026229.17","Psmd1",210,320,134,304,21,164,0.312581373549449,6.77294305377343,0.316573114427375,1
"ENSMUSG00000026234.12","Ncl",765.001,2554,980,2829.999,399,1146.001,-0.968109296287928,2.69568661507733,0.316662373402482,1
"ENSMUSG00000026235.14","Epha4",0,9,2,13,0,18,0.702870113193688,3.6645254810697,0.31670870949657,1
"ENSMUSG00000026238.14","Ptma",1812.001,2839,1623.964,4319,364,2253.999,1.8790216722635,1.57675380770914,0.316812480314315,1
"ENSMUSG00000026239.14","Pde6d",39,36,16,61,4,29,0.330730292379528,5.75917411870433,0.316833010859802,1
"ENSMUSG00000026240.12","Cops7b",47.999,47,36,44,0,32,-0.305481434603587,6.68111464330246,0.316892000930486,1
"ENSMUSG00000026245.16","Farsb",78,97,38,87,28,61,-0.338339287728809,6.29556885029842,0.316927174258087,1
"ENSMUSG00000026248.9","Mrpl44",18,14,4,9,0,16,-0.518960426363658,4.11944928652113,0.316960888890664,1
"ENSMUSG00000026249.10","Serpine2",988,1426,598,1431,131,816,0.388295994882741,5.35465423318838,0.31702464235448,1
"ENSMUSG00000026251.13","Chrnd",19,1,0,7,0,5,-0.561669621291027,3.6374876256122,0.317056891511511,1
"ENSMUSG00000026253.14","Chrng",0,2,9,9,0,4,0.329872380452852,5.83073404027037,0.317057340076732,1
"ENSMUSG00000026254.17","Eif4e2",138.999,275.999,134,391.999,56,191.001,0.361842969224785,5.73980254766468,0.317229051380687,1
"ENSMUSG00000026259.14","Ngef",0,3,0,5,0,3,-0.770752783318536,3.38272664054586,0.317237912924023,1
"ENSMUSG00000026260.12","Ndufa10",82,121,65,119,12,70,-0.396714962727346,4.82920479598779,0.317289154299096,1
"ENSMUSG00000026269.14","Rnpepl1",352.002,420,194,464,22,282,1.04263415862503,2.75523476089338,0.317306345972211,1
"ENSMUSG00000026270.11","Capn10",36,35,22,25,0,18,0.413348990753702,4.95794137638446,0.31747675685486,1
"ENSMUSG00000026271.15","Gpr35",36,99.001,34,143,3,83,-0.303816005518748,8.0572980036089,0.317512739529251,1
"ENSMUSG00000026273.13","Mterf4",50,45,18,28,0,25,-0.299389637138638,7.56229482311864,0.3176176629707,1
"ENSMUSG00000026274.11","Pask",8,10,8,26,0,6,-0.45246471955374,4.1005568963929,0.317627321283995,1
"ENSMUSG00000026275.13","Ppp1r7",169,186,97,154,7,100,0.510371016041041,4.43054987619669,0.317630231161941,1
"ENSMUSG00000026276.20","Septin2",30.263,130.835,8,165.999,4,139.423,1.51402551034035,2.04053765103339,0.317741711088636,1
"ENSMUSG00000026277.14","Stk25",268,236.999,132,295,30.999,163,-0.523935272985828,3.8654819294486,0.317802865902844,1
"ENSMUSG00000026278.14","Bok",0,0,0,3,0,1,0.325290017845047,5.92902479383065,0.317806926671042,1
"ENSMUSG00000026279.14","Thap4",52,56.001,22,81,9,47,0.517322847749504,4.32530341167028,0.317845456782901,1
"ENSMUSG00000026280.17","Atg4b",82,135,62,196.999,14,133.999,0.436821682690399,5.01529550993313,0.317931680455028,1
"ENSMUSG00000026281.15","Dtymk",82.001,52,65,71,11,56,-0.906755601803309,3.17656434645405,0.318084682058076,1
"ENSMUSG00000026283.13","Ing5",111,109,39,176,21,64,0.530768340726208,4.27030100261801,0.318114976937581,1
"ENSMUSG00000026285.7","Pdcd1",11,12,0,14,2,7,-0.300026637624489,9.92004854196822,0.318203067404029,1
"ENSMUSG00000026288.14","Inpp5d",3432.001,4066,1864,4525.999,464,2403,0.506995188132191,4.50963735802288,0.318262418343336,1
"ENSMUSG00000026289.15","Atg16l1",186,194,90,212,18.999,110,-0.715138120186105,3.48663939070553,0.318381112416627,1
"ENSMUSG00000026301.16","Iqca",9,0,0,3,0,2,-0.429529210526578,4.87581901745824,0.3184997464439,1
"ENSMUSG00000026303.6","Mlph",448,336,226,467,44,289,0.294749320904285,7.03184694631231,0.318542941839027,1
"ENSMUSG00000026305.15","Lrrfip1",323.999,459,207,601.001,85,253,-0.830708219930469,2.88884096560681,0.318558050918224,1
"ENSMUSG00000026307.12","Scly",42,48,14,96,3,29,-0.51701009579748,5.00509537084323,0.318597898354378,1
"ENSMUSG00000026308.8","Klhl30",0,3,8,3,0,2,-0.372917177448521,5.01743026878306,0.318614150721122,1
"ENSMUSG00000026309.14","Ilkap",57,92,36,59,5,63,-0.454097838938709,4.92657636593954,0.31871341616237,1
"ENSMUSG00000026311.16","Asb1",84,95,47,72,11,53.001,0.545144550714092,4.34005549227454,0.318766793326419,1
"ENSMUSG00000026313.16","Hdac4",80,119,45,160,2,87,-0.364471938227159,4.61896401154426,0.318840616156316,1
"ENSMUSG00000026315.13","Serpinb8",21,7,0,22,0,9,-0.447838476887724,4.47789721735552,0.318946219583819,1
"ENSMUSG00000026317.7","Cln8",429,495,213,533.001,35,370.999,1.29589206050884,2.29331419580253,0.318956836015343,1
"ENSMUSG00000026319.13","Relch",152,214.001,105,238,33,122,0.301952395774804,7.99424942741676,0.31899884041207,1
"ENSMUSG00000026321.7","Tnfrsf11a",371,328,160,335,67,277.001,-0.49141825578769,4.86135484449293,0.319014511664517,1
"ENSMUSG00000026322.9","Htr4",0,1,5,7,0,0,-0.338710806049369,6.16629678327983,0.319067572005859,1
"ENSMUSG00000026333.14","Gin1",12,18,9,38,3,6,1.66343201023228,1.90882100696181,0.319143557064928,1
"ENSMUSG00000026335.16","Pam",0,13,1,38,4,29,0.311937283062972,6.9185224224769,0.319190665008904,1
"ENSMUSG00000026339.18","Ccdc93",566,857,383.001,714.001,97,485,1.83506473874256,1.56069043485732,0.319332183827297,1
"ENSMUSG00000026341.16","Actr3",508.988,977.973,715.989,1547.963,142.999,625.914,-0.307470706270298,7.39103072451523,0.319361897309744,1
"ENSMUSG00000026342.10","Slc35f5",44,134,62,130,23,67,1.71228682657522,1.50210443482339,0.319404085367412,1
"ENSMUSG00000026343.6","Gpr39",7,0,0,7,0,11,-0.357306797567487,5.45419342182763,0.319411905092284,1
"ENSMUSG00000026344.9","Lypd1",0,0,2,3,0,18,1.25232819178515,2.21442244766502,0.319426062971796,1
"ENSMUSG00000026347.13","Tmem163",4,11,7,6,0,11,0.300496453088568,7.35085650949475,0.319453348201365,1
"ENSMUSG00000026348.7","Acmsd",8,0,0,5,1,8,0.40342832896889,5.29977783510374,0.319494143858247,1
"ENSMUSG00000026349.14","Ccnt2",367,217.999,116.001,385,15,159.001,0.439910158759674,4.82798625557261,0.3196463778967,1
"ENSMUSG00000026353.9","Ubxn4",110,345.001,175,441,38,233,1.89013171977128,1.35736911997732,0.319720657951768,1
"ENSMUSG00000026354.8","Lct",0,0,0,8,0,11,0.543652378937464,4.19235197107768,0.319770870848028,1
"ENSMUSG00000026355.11","Mcm6",51,19,18,121,7,15,1.69177393797036,1.55680815494366,0.319813100157091,1
"ENSMUSG00000026356.15","Dars",119,169,76,166,29,94,1.40351512636214,2.22116413354561,0.319880186858724,1
"ENSMUSG00000026357.3","Rgs18",0,0,11,24,0,1,0.501191497934809,4.78927720975692,0.31990672525315,1
"ENSMUSG00000026358.13","Rgs1",337.999,724.001,327,619.999,155.999,522.001,-1.62276729415211,1.31238484461208,0.319934763906102,1
